Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Igarapava,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7643,6965,678
Igarapava,SP,Sudeste,BUTANTAN/SINOVAC,6562,3553,3009
Igarapava,SP,Sudeste,PFIZER/BIONTECH,1030,1024,6
Igarapava,SP,Sudeste,JANSSEN,241,0,0
Igarapé,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8058,7488,570
Igarapé,MG,Sudeste,BUTANTAN/SINOVAC,6897,3942,2955
Igarapé,MG,Sudeste,PFIZER/BIONTECH,1858,1857,1
Igarapé Do Meio,MA,Nordeste,BUTANTAN/SINOVAC,2916,1778,1138
Igarapé Do Meio,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2702,2537,165
Igarapé Grande,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3734,3119,615
Igarapé Grande,MA,Nordeste,BUTANTAN/SINOVAC,2305,1299,1006
Igarapé Grande,MA,Nordeste,JANSSEN,76,0,0
Igarapé-Açu,PA,Norte,BUTANTAN/SINOVAC,8119,4508,3611
Igarapé-Açu,PA,Norte,FIOCRUZ/ASTRAZENECA,7882,6283,1599
Igarapé-Miri,PA,Norte,FIOCRUZ/ASTRAZENECA,26834,23488,3346
Igarapé-Miri,PA,Norte,BUTANTAN/SINOVAC,6782,3601,3181
Igarassu,PE,Nordeste,BUTANTAN/SINOVAC,25188,13411,11777
Igarassu,PE,Nordeste,FIOCRUZ/ASTRAZENECA,13808,12343,1465
Igarassu,PE,Nordeste,PFIZER/BIONTECH,1680,1679,1
Igaratá,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2761,2498,263
Igaratá,SP,Sudeste,BUTANTAN/SINOVAC,2509,1409,1100
Igaratá,SP,Sudeste,PFIZER/BIONTECH,418,418,0
Igaratá,SP,Sudeste,JANSSEN,8,0,0
Igaratinga,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2367,2177,190
Igaratinga,MG,Sudeste,BUTANTAN/SINOVAC,1978,1076,902
Igaratinga,MG,Sudeste,PFIZER/BIONTECH,198,198,0
Igrapiúna,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2792,2587,205
Igrapiúna,BA,Nordeste,BUTANTAN/SINOVAC,1857,1001,856
Igrapiúna,BA,Nordeste,PFIZER/BIONTECH,95,95,0
Igreja Nova,AL,Nordeste,FIOCRUZ/ASTRAZENECA,7192,6170,1022
Igreja Nova,AL,Nordeste,BUTANTAN/SINOVAC,4355,2642,1713
Igrejinha,RS,Sul,FIOCRUZ/ASTRAZENECA,10465,9053,1412
Igrejinha,RS,Sul,BUTANTAN/SINOVAC,8034,4181,3853
Igrejinha,RS,Sul,PFIZER/BIONTECH,1793,1792,1
Igrejinha,RS,Sul,JANSSEN,895,0,0
Iguaba Grande,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,11549,10888,661
Iguaba Grande,RJ,Sudeste,BUTANTAN/SINOVAC,7779,4322,3457
Iguaba Grande,RJ,Sudeste,PFIZER/BIONTECH,1896,1896,0
Iguaba Grande,RJ,Sudeste,JANSSEN,267,0,0
Iguaí,BA,Nordeste,BUTANTAN/SINOVAC,3970,2597,1373
Iguaí,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1982,1939,43
Iguaí,BA,Nordeste,PFIZER/BIONTECH,70,70,0
Iguape,SP,Sudeste,FIOCRUZ/ASTRAZENECA,9568,8932,636
Iguape,SP,Sudeste,BUTANTAN/SINOVAC,8462,4768,3694
Iguape,SP,Sudeste,PFIZER/BIONTECH,1529,1527,2
Iguape,SP,Sudeste,JANSSEN,250,0,0
Iguaraçu,PR,Sul,FIOCRUZ/ASTRAZENECA,1514,1445,69
Iguaraçu,PR,Sul,BUTANTAN/SINOVAC,902,475,427
Iguaraçu,PR,Sul,PFIZER/BIONTECH,61,61,0
Iguaraçu,PR,Sul,JANSSEN,18,0,0
Iguaracy,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3760,3315,445
Iguaracy,PE,Nordeste,BUTANTAN/SINOVAC,2496,1293,1203
Iguaracy,PE,Nordeste,PFIZER/BIONTECH,667,667,0
Iguaracy,PE,Nordeste,JANSSEN,44,0,0
Iguatama,MG,Sudeste,BUTANTAN/SINOVAC,2317,1256,1061
Iguatama,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2232,2065,167
Iguatama,MG,Sudeste,PFIZER/BIONTECH,185,185,0
Iguatama,MG,Sudeste,JANSSEN,28,0,0
Iguatemi,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4614,4364,250
Iguatemi,MS,Centro-Oeste,BUTANTAN/SINOVAC,4007,2142,1865
Iguatemi,MS,Centro-Oeste,PFIZER/BIONTECH,632,632,0
Iguatemi,MS,Centro-Oeste,JANSSEN,63,0,0
Iguatu,CE,Nordeste,BUTANTAN/SINOVAC,12687,8395,4292
Iguatu,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4983,4466,517
Iguatu,CE,Nordeste,PFIZER/BIONTECH,4,4,0
Iguatu,PR,Sul,FIOCRUZ/ASTRAZENECA,763,710,53
Iguatu,PR,Sul,BUTANTAN/SINOVAC,603,324,279
Iguatu,PR,Sul,PFIZER/BIONTECH,32,32,0
Iguatu,PR,Sul,JANSSEN,10,0,0
Ijaci,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1563,1454,109
Ijaci,MG,Sudeste,BUTANTAN/SINOVAC,1236,652,584
Ijaci,MG,Sudeste,PFIZER/BIONTECH,97,97,0
Ijuí,RS,Sul,FIOCRUZ/ASTRAZENECA,27049,23079,3970
Ijuí,RS,Sul,BUTANTAN/SINOVAC,26335,13708,12627
Ijuí,RS,Sul,PFIZER/BIONTECH,3827,3817,10
Ijuí,RS,Sul,JANSSEN,1287,0,0
Ilha Comprida,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4218,4039,179
Ilha Comprida,SP,Sudeste,BUTANTAN/SINOVAC,3796,2108,1688
Ilha Comprida,SP,Sudeste,PFIZER/BIONTECH,621,615,6
Ilha Comprida,SP,Sudeste,JANSSEN,81,0,0
Ilha Das Flores,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1780,1685,95
Ilha Das Flores,SE,Nordeste,BUTANTAN/SINOVAC,1410,757,653
Ilha Das Flores,SE,Nordeste,PFIZER/BIONTECH,203,203,0
Ilha De Itamaracá,PE,Nordeste,BUTANTAN/SINOVAC,4276,2493,1783
Ilha De Itamaracá,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2680,2527,153
Ilha De Itamaracá,PE,Nordeste,PFIZER/BIONTECH,119,119,0
Ilha Grande,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1857,1700,157
Ilha Grande,PI,Nordeste,BUTANTAN/SINOVAC,1373,727,646
Ilha Grande,PI,Nordeste,PFIZER/BIONTECH,230,230,0
Ilha Grande,PI,Nordeste,JANSSEN,94,0,0
Ilha Solteira,SP,Sudeste,BUTANTAN/SINOVAC,9108,4952,4156
Ilha Solteira,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8877,8154,723
Ilha Solteira,SP,Sudeste,PFIZER/BIONTECH,1178,1176,2
Ilha Solteira,SP,Sudeste,JANSSEN,284,0,0
Ilhabela,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8552,7875,677
Ilhabela,SP,Sudeste,BUTANTAN/SINOVAC,7966,4483,3483
Ilhabela,SP,Sudeste,PFIZER/BIONTECH,1344,1343,1
Ilhabela,SP,Sudeste,JANSSEN,594,0,0
Ilhéus,BA,Nordeste,BUTANTAN/SINOVAC,33838,18721,15117
Ilhéus,BA,Nordeste,FIOCRUZ/ASTRAZENECA,20852,19393,1459
Ilhéus,BA,Nordeste,PFIZER/BIONTECH,97,97,0
Ilhéus,BA,Nordeste,JANSSEN,1,0,0
Ilhota,SC,Sul,FIOCRUZ/ASTRAZENECA,2363,2317,46
Ilhota,SC,Sul,BUTANTAN/SINOVAC,2022,1092,930
Ilhota,SC,Sul,PFIZER/BIONTECH,171,171,0
Ilicínea,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2881,2654,227
Ilicínea,MG,Sudeste,BUTANTAN/SINOVAC,2377,1229,1148
Ilicínea,MG,Sudeste,PFIZER/BIONTECH,221,220,1
Ilicínea,MG,Sudeste,JANSSEN,34,0,0
Ilópolis,RS,Sul,BUTANTAN/SINOVAC,1768,901,867
Ilópolis,RS,Sul,FIOCRUZ/ASTRAZENECA,1412,1149,263
Ilópolis,RS,Sul,PFIZER/BIONTECH,219,217,2
Ilópolis,RS,Sul,JANSSEN,25,0,0
Imaculada,PB,Nordeste,BUTANTAN/SINOVAC,2490,1389,1101
Imaculada,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1496,1386,110
Imaculada,PB,Nordeste,PFIZER/BIONTECH,237,237,0
Imaculada,PB,Nordeste,JANSSEN,42,0,0
Imaruí,SC,Sul,FIOCRUZ/ASTRAZENECA,4039,3539,500
Imaruí,SC,Sul,BUTANTAN/SINOVAC,3261,1880,1381
Imaruí,SC,Sul,PFIZER/BIONTECH,689,689,0
Imbaú,PR,Sul,FIOCRUZ/ASTRAZENECA,2976,2872,104
Imbaú,PR,Sul,BUTANTAN/SINOVAC,2342,1249,1093
Imbaú,PR,Sul,PFIZER/BIONTECH,316,316,0
Imbaú,PR,Sul,JANSSEN,211,0,0
Imbé,RS,Sul,BUTANTAN/SINOVAC,9327,5155,4172
Imbé,RS,Sul,FIOCRUZ/ASTRAZENECA,6493,6033,460
Imbé,RS,Sul,PFIZER/BIONTECH,1158,1154,4
Imbé,RS,Sul,JANSSEN,262,0,0
Imbé De Minas,MG,Sudeste,BUTANTAN/SINOVAC,745,375,370
Imbé De Minas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,251,138,113
Imbé De Minas,MG,Sudeste,-,0,0,0
Imbituba,SC,Sul,BUTANTAN/SINOVAC,9364,4980,4384
Imbituba,SC,Sul,FIOCRUZ/ASTRAZENECA,8489,8162,327
Imbituba,SC,Sul,PFIZER/BIONTECH,94,94,0
Imbituva,PR,Sul,BUTANTAN/SINOVAC,6165,3247,2918
Imbituva,PR,Sul,FIOCRUZ/ASTRAZENECA,5895,5644,251
Imbituva,PR,Sul,PFIZER/BIONTECH,641,640,1
Imbuia,SC,Sul,FIOCRUZ/ASTRAZENECA,1813,1505,308
Imbuia,SC,Sul,BUTANTAN/SINOVAC,1152,645,507
Imbuia,SC,Sul,PFIZER/BIONTECH,255,254,1
Imbuia,SC,Sul,JANSSEN,153,0,0
Imigrante,RS,Sul,BUTANTAN/SINOVAC,1008,550,458
Imigrante,RS,Sul,FIOCRUZ/ASTRAZENECA,772,662,110
Imigrante,RS,Sul,PFIZER/BIONTECH,158,158,0
Imigrante,RS,Sul,JANSSEN,20,0,0
Imperatriz,MA,Nordeste,FIOCRUZ/ASTRAZENECA,60725,54874,5851
Imperatriz,MA,Nordeste,BUTANTAN/SINOVAC,38791,21529,17262
Imperatriz,MA,Nordeste,PFIZER/BIONTECH,21569,21564,5
Imperatriz,MA,Nordeste,JANSSEN,7084,0,0
Inácio Martins,PR,Sul,FIOCRUZ/ASTRAZENECA,2837,2694,143
Inácio Martins,PR,Sul,BUTANTAN/SINOVAC,2042,1110,932
Inácio Martins,PR,Sul,PFIZER/BIONTECH,295,295,0
Inácio Martins,PR,Sul,JANSSEN,62,0,0
Inaciolândia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1901,1734,167
Inaciolândia,GO,Centro-Oeste,BUTANTAN/SINOVAC,1186,633,553
Inaciolândia,GO,Centro-Oeste,PFIZER/BIONTECH,217,217,0
Inajá,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3637,3158,479
Inajá,PE,Nordeste,BUTANTAN/SINOVAC,3591,1853,1738
Inajá,PE,Nordeste,PFIZER/BIONTECH,558,558,0
Inajá,PE,Nordeste,JANSSEN,30,0,0
Inajá,PR,Sul,FIOCRUZ/ASTRAZENECA,976,896,80
Inajá,PR,Sul,BUTANTAN/SINOVAC,802,429,373
Inajá,PR,Sul,PFIZER/BIONTECH,78,78,0
Inajá,PR,Sul,JANSSEN,40,0,0
Inconfidentes,MG,Sudeste,BUTANTAN/SINOVAC,1527,765,762
Inconfidentes,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1083,952,131
Indaiabira,MG,Sudeste,BUTANTAN/SINOVAC,1595,811,784
Indaiabira,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1338,1245,93
Indaiabira,MG,Sudeste,PFIZER/BIONTECH,12,12,0
Indaial,SC,Sul,BUTANTAN/SINOVAC,16760,9103,7657
Indaial,SC,Sul,FIOCRUZ/ASTRAZENECA,13404,13042,362
Indaial,SC,Sul,PFIZER/BIONTECH,2401,2389,12
Indaial,SC,Sul,-,436,370,66
Indaiatuba,SP,Sudeste,FIOCRUZ/ASTRAZENECA,62888,57404,5484
Indaiatuba,SP,Sudeste,BUTANTAN/SINOVAC,57604,34432,23172
Indaiatuba,SP,Sudeste,PFIZER/BIONTECH,10713,10713,0
Indaiatuba,SP,Sudeste,JANSSEN,2044,0,0
Independência,CE,Nordeste,BUTANTAN/SINOVAC,5141,2885,2256
Independência,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2205,1878,327
Independência,RS,Sul,FIOCRUZ/ASTRAZENECA,2127,1877,250
Independência,RS,Sul,BUTANTAN/SINOVAC,1990,1022,968
Independência,RS,Sul,PFIZER/BIONTECH,374,374,0
Independência,RS,Sul,JANSSEN,138,0,0
Indiana,SP,Sudeste,BUTANTAN/SINOVAC,1871,1087,784
Indiana,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1537,1357,180
Indiana,SP,Sudeste,PFIZER/BIONTECH,236,236,0
Indiana,SP,Sudeste,JANSSEN,91,0,0
Indianópolis,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1303,1177,126
Indianópolis,MG,Sudeste,BUTANTAN/SINOVAC,1147,613,534
Indianópolis,MG,Sudeste,PFIZER/BIONTECH,160,160,0
Indianópolis,MG,Sudeste,JANSSEN,31,0,0
Indianópolis,PR,Sul,FIOCRUZ/ASTRAZENECA,1658,1551,107
Indianópolis,PR,Sul,BUTANTAN/SINOVAC,1275,673,602
Indianópolis,PR,Sul,PFIZER/BIONTECH,85,85,0
Indianópolis,PR,Sul,JANSSEN,47,0,0
Indiaporã,SP,Sudeste,BUTANTAN/SINOVAC,1703,947,756
Indiaporã,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1393,1250,143
Indiaporã,SP,Sudeste,PFIZER/BIONTECH,329,329,0
Indiaporã,SP,Sudeste,JANSSEN,31,0,0
Indiara,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3520,3328,192
Indiara,GO,Centro-Oeste,BUTANTAN/SINOVAC,2423,1326,1097
Indiara,GO,Centro-Oeste,PFIZER/BIONTECH,298,298,0
Indiaroba,SE,Nordeste,FIOCRUZ/ASTRAZENECA,2731,2587,144
Indiaroba,SE,Nordeste,BUTANTAN/SINOVAC,2564,1352,1212
Indiaroba,SE,Nordeste,PFIZER/BIONTECH,419,419,0
Indiavaí,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,722,691,31
Indiavaí,MT,Centro-Oeste,BUTANTAN/SINOVAC,659,343,316
Indiavaí,MT,Centro-Oeste,PFIZER/BIONTECH,137,137,0
Indiavaí,MT,Centro-Oeste,JANSSEN,23,0,0
Ingá,PB,Nordeste,BUTANTAN/SINOVAC,5156,2706,2450
Ingá,PB,Nordeste,FIOCRUZ/ASTRAZENECA,4792,4466,326
Ingá,PB,Nordeste,PFIZER/BIONTECH,831,831,0
Ingá,PB,Nordeste,JANSSEN,165,0,0
Ingaí,MG,Sudeste,BUTANTAN/SINOVAC,746,404,342
Ingaí,MG,Sudeste,FIOCRUZ/ASTRAZENECA,729,663,66
Ingaí,MG,Sudeste,PFIZER/BIONTECH,60,60,0
Ingaí,MG,Sudeste,JANSSEN,25,0,0
Ingazeira,PE,Nordeste,FIOCRUZ/ASTRAZENECA,1427,1245,182
Ingazeira,PE,Nordeste,BUTANTAN/SINOVAC,1132,604,528
Ingazeira,PE,Nordeste,PFIZER/BIONTECH,279,279,0
Inhacorá,RS,Sul,FIOCRUZ/ASTRAZENECA,648,589,59
Inhacorá,RS,Sul,BUTANTAN/SINOVAC,598,317,281
Inhacorá,RS,Sul,PFIZER/BIONTECH,184,184,0
Inhacorá,RS,Sul,JANSSEN,16,0,0
Inhambupe,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7000,6307,693
Inhambupe,BA,Nordeste,BUTANTAN/SINOVAC,5823,3179,2644
Inhambupe,BA,Nordeste,PFIZER/BIONTECH,912,911,1
Inhambupe,BA,Nordeste,JANSSEN,46,0,0
Inhangapi,PA,Norte,BUTANTAN/SINOVAC,4598,2356,2242
Inhangapi,PA,Norte,FIOCRUZ/ASTRAZENECA,2200,1860,340
Inhapi,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3542,3058,484
Inhapi,AL,Nordeste,BUTANTAN/SINOVAC,3481,1894,1587
Inhapi,AL,Nordeste,JANSSEN,347,0,0
Inhapim,MG,Sudeste,BUTANTAN/SINOVAC,5232,2718,2514
Inhapim,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4343,3977,366
Inhapim,MG,Sudeste,PFIZER/BIONTECH,328,328,0
Inhapim,MG,Sudeste,JANSSEN,92,0,0
Inhaúma,MG,Sudeste,BUTANTAN/SINOVAC,1291,699,592
Inhaúma,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1213,1093,120
Inhaúma,MG,Sudeste,PFIZER/BIONTECH,87,87,0
Inhuma,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3466,3018,448
Inhuma,PI,Nordeste,BUTANTAN/SINOVAC,2675,1418,1257
Inhuma,PI,Nordeste,PFIZER/BIONTECH,444,444,0
Inhuma,PI,Nordeste,JANSSEN,45,0,0
Inhumas,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,15386,13939,1447
Inhumas,GO,Centro-Oeste,BUTANTAN/SINOVAC,11044,5966,5078
Inhumas,GO,Centro-Oeste,PFIZER/BIONTECH,1945,1943,2
Inhumas,GO,Centro-Oeste,JANSSEN,588,0,0
Inimutaba,MG,Sudeste,BUTANTAN/SINOVAC,1682,902,780
Inimutaba,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1518,1358,160
Inimutaba,MG,Sudeste,PFIZER/BIONTECH,336,336,0
Inimutaba,MG,Sudeste,JANSSEN,47,0,0
Inocência,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2426,2002,424
Inocência,MS,Centro-Oeste,BUTANTAN/SINOVAC,2352,1273,1079
Inocência,MS,Centro-Oeste,PFIZER/BIONTECH,501,500,1
Inocência,MS,Centro-Oeste,JANSSEN,247,0,0
Inúbia Paulista,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1173,1042,131
Inúbia Paulista,SP,Sudeste,BUTANTAN/SINOVAC,1099,599,500
Inúbia Paulista,SP,Sudeste,PFIZER/BIONTECH,201,201,0
Inúbia Paulista,SP,Sudeste,JANSSEN,36,0,0
Iomerê,SC,Sul,FIOCRUZ/ASTRAZENECA,962,819,143
Iomerê,SC,Sul,BUTANTAN/SINOVAC,945,498,447
Iomerê,SC,Sul,PFIZER/BIONTECH,156,156,0
Iomerê,SC,Sul,JANSSEN,23,0,0
Ipaba,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3016,2770,246
Ipaba,MG,Sudeste,BUTANTAN/SINOVAC,2875,1455,1420
Ipaba,MG,Sudeste,PFIZER/BIONTECH,93,93,0
Ipameri,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9180,8050,1130
Ipameri,GO,Centro-Oeste,BUTANTAN/SINOVAC,4773,2784,1989
Ipameri,GO,Centro-Oeste,PFIZER/BIONTECH,390,390,0
Ipameri,GO,Centro-Oeste,JANSSEN,185,0,0
Ipanema,MG,Sudeste,BUTANTAN/SINOVAC,5362,2941,2421
Ipanema,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4278,3952,326
Ipanema,MG,Sudeste,PFIZER/BIONTECH,850,850,0
Ipanema,MG,Sudeste,JANSSEN,40,0,0
Ipanguaçu,RN,Nordeste,FIOCRUZ/ASTRAZENECA,4479,3332,1147
Ipanguaçu,RN,Nordeste,BUTANTAN/SINOVAC,2345,1285,1060
Ipanguaçu,RN,Nordeste,PFIZER/BIONTECH,907,907,0
Ipanguaçu,RN,Nordeste,JANSSEN,70,0,0
Ipaporanga,CE,Nordeste,BUTANTAN/SINOVAC,2709,1377,1332
Ipaporanga,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1666,1076,590
Ipaporanga,CE,Nordeste,PFIZER/BIONTECH,14,14,0
Ipatinga,MG,Sudeste,BUTANTAN/SINOVAC,51068,26193,24875
Ipatinga,MG,Sudeste,FIOCRUZ/ASTRAZENECA,48035,44648,3387
Ipatinga,MG,Sudeste,PFIZER/BIONTECH,6528,6525,3
Ipaumirim,CE,Nordeste,BUTANTAN/SINOVAC,1689,948,741
Ipaumirim,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1166,1056,110
Ipaumirim,CE,Nordeste,-,0,0,0
Ipaussu,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3792,3533,259
Ipaussu,SP,Sudeste,BUTANTAN/SINOVAC,3279,1822,1457
Ipaussu,SP,Sudeste,PFIZER/BIONTECH,560,559,1
Ipaussu,SP,Sudeste,JANSSEN,314,0,0
Ipê,RS,Sul,FIOCRUZ/ASTRAZENECA,2316,2012,304
Ipê,RS,Sul,BUTANTAN/SINOVAC,2016,1032,984
Ipê,RS,Sul,PFIZER/BIONTECH,393,389,4
Ipê,RS,Sul,JANSSEN,54,0,0
Ipecaetá,BA,Nordeste,BUTANTAN/SINOVAC,3377,1718,1659
Ipecaetá,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2856,2456,400
Ipecaetá,BA,Nordeste,PFIZER/BIONTECH,840,840,0
Iperó,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6963,6537,426
Iperó,SP,Sudeste,BUTANTAN/SINOVAC,6110,3407,2703
Iperó,SP,Sudeste,PFIZER/BIONTECH,1079,1076,3
Iperó,SP,Sudeste,JANSSEN,251,0,0
Ipeúna,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1704,1559,145
Ipeúna,SP,Sudeste,BUTANTAN/SINOVAC,1350,846,504
Ipeúna,SP,Sudeste,PFIZER/BIONTECH,250,250,0
Ipeúna,SP,Sudeste,JANSSEN,173,0,0
Ipiaçu,MG,Sudeste,BUTANTAN/SINOVAC,1797,936,861
Ipiaçu,MG,Sudeste,FIOCRUZ/ASTRAZENECA,790,684,106
Ipiaçu,MG,Sudeste,PFIZER/BIONTECH,28,28,0
Ipiaú,BA,Nordeste,BUTANTAN/SINOVAC,8854,4791,4063
Ipiaú,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8025,7102,923
Ipiaú,BA,Nordeste,PFIZER/BIONTECH,115,115,0
Ipiguá,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1617,1515,102
Ipiguá,SP,Sudeste,BUTANTAN/SINOVAC,1582,922,660
Ipiguá,SP,Sudeste,PFIZER/BIONTECH,318,318,0
Ipiguá,SP,Sudeste,JANSSEN,120,0,0
Ipira,SC,Sul,FIOCRUZ/ASTRAZENECA,1374,1219,155
Ipira,SC,Sul,BUTANTAN/SINOVAC,1364,719,645
Ipira,SC,Sul,PFIZER/BIONTECH,133,133,0
Ipirá,BA,Nordeste,BUTANTAN/SINOVAC,11843,6711,5132
Ipirá,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7552,6801,751
Ipirá,BA,Nordeste,PFIZER/BIONTECH,825,814,11
Ipiranga,PR,Sul,FIOCRUZ/ASTRAZENECA,4411,4257,154
Ipiranga,PR,Sul,BUTANTAN/SINOVAC,2061,1019,1042
Ipiranga,PR,Sul,PFIZER/BIONTECH,651,618,33
Ipiranga De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1125,1018,107
Ipiranga De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,582,316,266
Ipiranga De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,25,25,0
Ipiranga Do Norte,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,849,778,71
Ipiranga Do Norte,MT,Centro-Oeste,BUTANTAN/SINOVAC,762,430,332
Ipiranga Do Norte,MT,Centro-Oeste,PFIZER/BIONTECH,199,199,0
Ipiranga Do Norte,MT,Centro-Oeste,JANSSEN,30,0,0
Ipiranga Do Piauí,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2511,2035,476
Ipiranga Do Piauí,PI,Nordeste,BUTANTAN/SINOVAC,1719,916,803
Ipiranga Do Piauí,PI,Nordeste,PFIZER/BIONTECH,283,283,0
Ipiranga Do Piauí,PI,Nordeste,JANSSEN,54,0,0
Ipiranga Do Sul,RS,Sul,BUTANTAN/SINOVAC,788,395,393
Ipiranga Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,722,617,105
Ipiranga Do Sul,RS,Sul,PFIZER/BIONTECH,151,150,1
Ipiranga Do Sul,RS,Sul,JANSSEN,26,0,0
Ipixuna,AM,Norte,FIOCRUZ/ASTRAZENECA,3851,3418,433
Ipixuna,AM,Norte,BUTANTAN/SINOVAC,1737,1085,652
Ipixuna Do Pará,PA,Norte,FIOCRUZ/ASTRAZENECA,6292,4739,1553
Ipixuna Do Pará,PA,Norte,BUTANTAN/SINOVAC,3505,1839,1666
Ipojuca,PE,Nordeste,FIOCRUZ/ASTRAZENECA,17962,17486,476
Ipojuca,PE,Nordeste,BUTANTAN/SINOVAC,11657,7254,4403
Ipojuca,PE,Nordeste,PFIZER/BIONTECH,3103,3098,5
Ipojuca,PE,Nordeste,JANSSEN,106,0,0
Iporá,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10773,9679,1094
Iporá,GO,Centro-Oeste,BUTANTAN/SINOVAC,9164,4788,4376
Iporá,GO,Centro-Oeste,PFIZER/BIONTECH,1513,1513,0
Iporá,GO,Centro-Oeste,JANSSEN,140,0,0
Iporã,PR,Sul,FIOCRUZ/ASTRAZENECA,4030,3739,291
Iporã,PR,Sul,BUTANTAN/SINOVAC,3727,1981,1746
Iporã,PR,Sul,PFIZER/BIONTECH,600,600,0
Iporã,PR,Sul,JANSSEN,55,0,0
Iporã Do Oeste,SC,Sul,FIOCRUZ/ASTRAZENECA,3264,2904,360
Iporã Do Oeste,SC,Sul,BUTANTAN/SINOVAC,2465,1321,1144
Iporã Do Oeste,SC,Sul,PFIZER/BIONTECH,467,467,0
Iporã Do Oeste,SC,Sul,JANSSEN,279,0,0
Iporanga,SP,Sudeste,BUTANTAN/SINOVAC,1536,801,735
Iporanga,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1081,1035,46
Iporanga,SP,Sudeste,PFIZER/BIONTECH,176,176,0
Ipu,CE,Nordeste,BUTANTAN/SINOVAC,7278,3878,3400
Ipu,CE,Nordeste,FIOCRUZ/ASTRAZENECA,6892,6215,677
Ipu,CE,Nordeste,PFIZER/BIONTECH,362,362,0
Ipuã,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4342,4015,327
Ipuã,SP,Sudeste,BUTANTAN/SINOVAC,3339,1839,1500
Ipuã,SP,Sudeste,PFIZER/BIONTECH,709,708,1
Ipuã,SP,Sudeste,JANSSEN,442,0,0
Ipuaçu,SC,Sul,FIOCRUZ/ASTRAZENECA,1206,1073,133
Ipuaçu,SC,Sul,BUTANTAN/SINOVAC,1144,578,566
Ipuaçu,SC,Sul,PFIZER/BIONTECH,168,168,0
Ipuaçu,SC,Sul,JANSSEN,18,0,0
