Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Jaciara,MT,Centro-Oeste,PFIZER/BIONTECH,1067,1066,1
Jaciara,MT,Centro-Oeste,JANSSEN,189,0,0
Jangada,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2590,2475,115
Jangada,MT,Centro-Oeste,BUTANTAN/SINOVAC,1746,923,823
Jangada,MT,Centro-Oeste,PFIZER/BIONTECH,70,70,0
Jangada,MT,Centro-Oeste,JANSSEN,22,0,0
Jauru,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2303,2150,153
Jauru,MT,Centro-Oeste,BUTANTAN/SINOVAC,1828,964,864
Jauru,MT,Centro-Oeste,PFIZER/BIONTECH,402,402,0
Jauru,MT,Centro-Oeste,JANSSEN,25,0,0
Juara,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7050,6611,439
Juara,MT,Centro-Oeste,BUTANTAN/SINOVAC,4865,2691,2174
Juara,MT,Centro-Oeste,PFIZER/BIONTECH,1195,1195,0
Juara,MT,Centro-Oeste,JANSSEN,117,0,0
Juína,MT,Centro-Oeste,BUTANTAN/SINOVAC,10122,5612,4510
Juína,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7899,7352,547
Juína,MT,Centro-Oeste,PFIZER/BIONTECH,1236,1233,3
Juína,MT,Centro-Oeste,JANSSEN,106,0,0
Juruena,MT,Centro-Oeste,BUTANTAN/SINOVAC,1455,752,703
Juruena,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1393,1131,262
Juruena,MT,Centro-Oeste,PFIZER/BIONTECH,228,228,0
Juruena,MT,Centro-Oeste,JANSSEN,72,0,0
Juscimeira,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3024,2844,180
Juscimeira,MT,Centro-Oeste,BUTANTAN/SINOVAC,2596,1415,1181
Juscimeira,MT,Centro-Oeste,PFIZER/BIONTECH,485,485,0
Juscimeira,MT,Centro-Oeste,JANSSEN,90,0,0
Lambari D'Oeste,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1299,1226,73
Lambari D'Oeste,MT,Centro-Oeste,BUTANTAN/SINOVAC,745,381,364
Lambari D'Oeste,MT,Centro-Oeste,PFIZER/BIONTECH,221,221,0
Lambari D'Oeste,MT,Centro-Oeste,JANSSEN,35,0,0
Lucas Do Rio Verde,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,8753,8017,736
Lucas Do Rio Verde,MT,Centro-Oeste,BUTANTAN/SINOVAC,5831,3378,2453
Lucas Do Rio Verde,MT,Centro-Oeste,PFIZER/BIONTECH,1907,1907,0
Lucas Do Rio Verde,MT,Centro-Oeste,JANSSEN,148,0,0
Luciara,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,507,459,48
Luciara,MT,Centro-Oeste,BUTANTAN/SINOVAC,480,269,211
Luciara,MT,Centro-Oeste,PFIZER/BIONTECH,105,105,0
Luciara,MT,Centro-Oeste,JANSSEN,30,0,0
Marcelândia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3500,2506,994
Marcelândia,MT,Centro-Oeste,BUTANTAN/SINOVAC,1875,983,892
Marcelândia,MT,Centro-Oeste,PFIZER/BIONTECH,296,296,0
Matupá,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3182,2936,246
Matupá,MT,Centro-Oeste,BUTANTAN/SINOVAC,2367,1289,1078
Matupá,MT,Centro-Oeste,PFIZER/BIONTECH,337,337,0
Matupá,MT,Centro-Oeste,JANSSEN,120,0,0
Mirassol D'Oeste,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5404,4917,487
Mirassol D'Oeste,MT,Centro-Oeste,BUTANTAN/SINOVAC,4086,2182,1904
Mirassol D'Oeste,MT,Centro-Oeste,PFIZER/BIONTECH,615,614,1
Mirassol D'Oeste,MT,Centro-Oeste,JANSSEN,40,0,0
Nobres,MT,Centro-Oeste,BUTANTAN/SINOVAC,3168,1681,1487
Nobres,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2770,2619,151
Nobres,MT,Centro-Oeste,PFIZER/BIONTECH,597,596,1
Nobres,MT,Centro-Oeste,JANSSEN,64,0,0
Nortelândia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1491,1278,213
Nortelândia,MT,Centro-Oeste,BUTANTAN/SINOVAC,1440,728,712
Nortelândia,MT,Centro-Oeste,PFIZER/BIONTECH,237,237,0
Nortelândia,MT,Centro-Oeste,JANSSEN,28,0,0
Nossa Senhora Do Livramento,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7174,4170,3004
Nossa Senhora Do Livramento,MT,Centro-Oeste,BUTANTAN/SINOVAC,2881,1464,1417
Nossa Senhora Do Livramento,MT,Centro-Oeste,PFIZER/BIONTECH,68,68,0
Nossa Senhora Do Livramento,MT,Centro-Oeste,JANSSEN,45,0,0
Nova Bandeirantes,MT,Centro-Oeste,BUTANTAN/SINOVAC,1830,1058,772
Nova Bandeirantes,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1501,1438,63
Nova Bandeirantes,MT,Centro-Oeste,PFIZER/BIONTECH,112,112,0
Nova Bandeirantes,MT,Centro-Oeste,JANSSEN,44,0,0
Nova Brasilândia,MT,Centro-Oeste,BUTANTAN/SINOVAC,858,490,368
Nova Brasilândia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,852,796,56
Nova Brasilândia,MT,Centro-Oeste,PFIZER/BIONTECH,159,159,0
Nova Canaã Do Norte,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3017,2842,175
Nova Canaã Do Norte,MT,Centro-Oeste,BUTANTAN/SINOVAC,2154,1105,1049
Nova Canaã Do Norte,MT,Centro-Oeste,PFIZER/BIONTECH,294,294,0
Nova Canaã Do Norte,MT,Centro-Oeste,JANSSEN,51,0,0
Nova Guarita,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1380,1191,189
Nova Guarita,MT,Centro-Oeste,BUTANTAN/SINOVAC,1324,739,585
Nova Guarita,MT,Centro-Oeste,PFIZER/BIONTECH,194,194,0
Nova Guarita,MT,Centro-Oeste,JANSSEN,39,0,0
Nova Lacerda,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,947,883,64
Nova Lacerda,MT,Centro-Oeste,BUTANTAN/SINOVAC,865,441,424
Nova Lacerda,MT,Centro-Oeste,PFIZER/BIONTECH,137,137,0
Nova Lacerda,MT,Centro-Oeste,JANSSEN,35,0,0
Nova Marilândia,MT,Centro-Oeste,BUTANTAN/SINOVAC,679,364,315
Nova Marilândia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,479,441,38
Nova Marilândia,MT,Centro-Oeste,PFIZER/BIONTECH,156,156,0
Nova Marilândia,MT,Centro-Oeste,JANSSEN,33,0,0
Nova Maringá,MT,Centro-Oeste,BUTANTAN/SINOVAC,923,475,448
Nova Maringá,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,608,539,69
Nova Maringá,MT,Centro-Oeste,PFIZER/BIONTECH,75,75,0
Nova Maringá,MT,Centro-Oeste,JANSSEN,26,0,0
Nova Monte Verde,MT,Centro-Oeste,BUTANTAN/SINOVAC,1958,1094,864
Nova Monte Verde,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1262,1207,55
Nova Monte Verde,MT,Centro-Oeste,PFIZER/BIONTECH,162,162,0
Nova Monte Verde,MT,Centro-Oeste,JANSSEN,60,0,0
Nova Mutum,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4990,4572,418
Nova Mutum,MT,Centro-Oeste,BUTANTAN/SINOVAC,4022,2340,1682
Nova Mutum,MT,Centro-Oeste,PFIZER/BIONTECH,1222,1220,2
Nova Mutum,MT,Centro-Oeste,JANSSEN,149,0,0
Nova Nazaré,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,759,707,52
Nova Nazaré,MT,Centro-Oeste,BUTANTAN/SINOVAC,678,348,330
Nova Nazaré,MT,Centro-Oeste,PFIZER/BIONTECH,162,162,0
Nova Nazaré,MT,Centro-Oeste,JANSSEN,5,0,0
Nova Olímpia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3206,3127,79
Nova Olímpia,MT,Centro-Oeste,BUTANTAN/SINOVAC,2738,1566,1172
Nova Olímpia,MT,Centro-Oeste,PFIZER/BIONTECH,909,909,0
Nova Olímpia,MT,Centro-Oeste,JANSSEN,14,0,0
Nova Santa Helena,MT,Centro-Oeste,BUTANTAN/SINOVAC,677,353,324
Nova Santa Helena,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,519,507,12
Nova Santa Helena,MT,Centro-Oeste,PFIZER/BIONTECH,72,72,0
Nova Santa Helena,MT,Centro-Oeste,JANSSEN,19,0,0
Nova Ubiratã,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1477,1278,199
Nova Ubiratã,MT,Centro-Oeste,BUTANTAN/SINOVAC,1299,678,621
Nova Ubiratã,MT,Centro-Oeste,PFIZER/BIONTECH,262,260,2
Nova Ubiratã,MT,Centro-Oeste,JANSSEN,75,0,0
Nova Xavantina,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4616,4456,160
Nova Xavantina,MT,Centro-Oeste,BUTANTAN/SINOVAC,4222,2245,1977
Nova Xavantina,MT,Centro-Oeste,PFIZER/BIONTECH,828,827,1
Nova Xavantina,MT,Centro-Oeste,JANSSEN,159,0,0
Novo Horizonte Do Norte,MT,Centro-Oeste,BUTANTAN/SINOVAC,876,446,430
Novo Horizonte Do Norte,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,762,688,74
Novo Horizonte Do Norte,MT,Centro-Oeste,PFIZER/BIONTECH,123,123,0
Novo Horizonte Do Norte,MT,Centro-Oeste,JANSSEN,40,0,0
Novo Mundo,MT,Centro-Oeste,BUTANTAN/SINOVAC,2211,1291,920
Novo Mundo,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1580,1159,421
Novo Mundo,MT,Centro-Oeste,PFIZER/BIONTECH,125,125,0
Novo Santo Antônio,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,729,645,84
Novo Santo Antônio,MT,Centro-Oeste,BUTANTAN/SINOVAC,434,233,201
Novo Santo Antônio,MT,Centro-Oeste,PFIZER/BIONTECH,95,95,0
Novo Santo Antônio,MT,Centro-Oeste,JANSSEN,20,0,0
Novo São Joaquim,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1157,1069,88
Novo São Joaquim,MT,Centro-Oeste,BUTANTAN/SINOVAC,966,502,464
Novo São Joaquim,MT,Centro-Oeste,PFIZER/BIONTECH,22,22,0
Paranaíta,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2529,2384,145
Paranaíta,MT,Centro-Oeste,BUTANTAN/SINOVAC,1830,978,852
Paranaíta,MT,Centro-Oeste,PFIZER/BIONTECH,406,406,0
Paranaíta,MT,Centro-Oeste,JANSSEN,110,0,0
Paranatinga,MT,Centro-Oeste,BUTANTAN/SINOVAC,4917,2654,2263
Paranatinga,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4002,3742,260
Paranatinga,MT,Centro-Oeste,PFIZER/BIONTECH,873,873,0
Paranatinga,MT,Centro-Oeste,JANSSEN,67,0,0
Pedra Preta,MT,Centro-Oeste,BUTANTAN/SINOVAC,2700,1661,1039
Pedra Preta,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2566,2455,111
Pedra Preta,MT,Centro-Oeste,PFIZER/BIONTECH,190,190,0
Pedra Preta,MT,Centro-Oeste,JANSSEN,43,0,0
Peixoto De Azevedo,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6827,6169,658
Peixoto De Azevedo,MT,Centro-Oeste,BUTANTAN/SINOVAC,5203,2755,2448
Peixoto De Azevedo,MT,Centro-Oeste,PFIZER/BIONTECH,950,947,3
Peixoto De Azevedo,MT,Centro-Oeste,JANSSEN,157,0,0
Planalto Da Serra,MT,Centro-Oeste,BUTANTAN/SINOVAC,695,355,340
Planalto Da Serra,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,668,500,168
Planalto Da Serra,MT,Centro-Oeste,PFIZER/BIONTECH,128,128,0
Planalto Da Serra,MT,Centro-Oeste,JANSSEN,10,0,0
Poconé,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,12539,10945,1594
Poconé,MT,Centro-Oeste,BUTANTAN/SINOVAC,6095,3295,2800
Poconé,MT,Centro-Oeste,PFIZER/BIONTECH,573,571,2
Poconé,MT,Centro-Oeste,JANSSEN,25,0,0
Pontal Do Araguaia,MT,Centro-Oeste,BUTANTAN/SINOVAC,1160,607,553
Pontal Do Araguaia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,920,830,90
Pontal Do Araguaia,MT,Centro-Oeste,PFIZER/BIONTECH,195,195,0
Pontal Do Araguaia,MT,Centro-Oeste,JANSSEN,50,0,0
Ponte Branca,MT,Centro-Oeste,BUTANTAN/SINOVAC,623,327,296
Ponte Branca,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,576,546,30
Ponte Branca,MT,Centro-Oeste,PFIZER/BIONTECH,72,71,1
Ponte Branca,MT,Centro-Oeste,JANSSEN,15,0,0
Pontes E Lacerda,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6655,6245,410
Pontes E Lacerda,MT,Centro-Oeste,BUTANTAN/SINOVAC,6155,3355,2800
Pontes E Lacerda,MT,Centro-Oeste,PFIZER/BIONTECH,1359,1359,0
Pontes E Lacerda,MT,Centro-Oeste,JANSSEN,109,0,0
Porto Alegre Do Norte,MT,Centro-Oeste,BUTANTAN/SINOVAC,2241,1168,1073
Porto Alegre Do Norte,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1470,985,485
Porto Alegre Do Norte,MT,Centro-Oeste,PFIZER/BIONTECH,132,132,0
Porto Alegre Do Norte,MT,Centro-Oeste,JANSSEN,35,0,0
Porto Dos Gaúchos,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1180,1098,82
Porto Dos Gaúchos,MT,Centro-Oeste,BUTANTAN/SINOVAC,1076,582,494
Porto Dos Gaúchos,MT,Centro-Oeste,PFIZER/BIONTECH,225,225,0
Porto Dos Gaúchos,MT,Centro-Oeste,JANSSEN,40,0,0
Porto Esperidião,MT,Centro-Oeste,BUTANTAN/SINOVAC,3197,1630,1567
Porto Esperidião,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2454,2278,176
Porto Esperidião,MT,Centro-Oeste,PFIZER/BIONTECH,271,271,0
Porto Esperidião,MT,Centro-Oeste,JANSSEN,7,0,0
Porto Estrela,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1656,1517,139
Porto Estrela,MT,Centro-Oeste,BUTANTAN/SINOVAC,657,333,324
Porto Estrela,MT,Centro-Oeste,PFIZER/BIONTECH,98,98,0
Poxoréu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3970,3770,200
Poxoréu,MT,Centro-Oeste,BUTANTAN/SINOVAC,3845,2224,1621
Poxoréu,MT,Centro-Oeste,PFIZER/BIONTECH,502,502,0
Poxoréu,MT,Centro-Oeste,JANSSEN,128,0,0
Primavera Do Leste,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,12280,11471,809
Primavera Do Leste,MT,Centro-Oeste,BUTANTAN/SINOVAC,9701,5377,4324
Primavera Do Leste,MT,Centro-Oeste,PFIZER/BIONTECH,3127,3126,1
Primavera Do Leste,MT,Centro-Oeste,JANSSEN,426,0,0
Querência,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2653,2410,243
Querência,MT,Centro-Oeste,BUTANTAN/SINOVAC,1975,1051,924
Querência,MT,Centro-Oeste,PFIZER/BIONTECH,550,543,7
Querência,MT,Centro-Oeste,JANSSEN,32,0,0
Reserva Do Cabaçal,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,837,795,42
Reserva Do Cabaçal,MT,Centro-Oeste,BUTANTAN/SINOVAC,563,289,274
Reserva Do Cabaçal,MT,Centro-Oeste,PFIZER/BIONTECH,71,71,0
Ribeirão Cascalheira,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2395,2283,112
Ribeirão Cascalheira,MT,Centro-Oeste,BUTANTAN/SINOVAC,1692,908,784
Ribeirão Cascalheira,MT,Centro-Oeste,PFIZER/BIONTECH,413,413,0
Ribeirão Cascalheira,MT,Centro-Oeste,JANSSEN,39,0,0
Ribeirãozinho,MT,Centro-Oeste,BUTANTAN/SINOVAC,872,503,369
Ribeirãozinho,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,815,762,53
Ribeirãozinho,MT,Centro-Oeste,PFIZER/BIONTECH,117,117,0
Ribeirãozinho,MT,Centro-Oeste,JANSSEN,20,0,0
Rio Branco,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1593,1535,58
Rio Branco,MT,Centro-Oeste,BUTANTAN/SINOVAC,1033,535,498
Rio Branco,MT,Centro-Oeste,PFIZER/BIONTECH,231,229,2
Rio Branco,MT,Centro-Oeste,JANSSEN,38,0,0
Rondolândia,MT,Centro-Oeste,BUTANTAN/SINOVAC,560,301,259
Rondolândia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,519,475,44
Rondolândia,MT,Centro-Oeste,PFIZER/BIONTECH,119,119,0
Rondolândia,MT,Centro-Oeste,JANSSEN,19,0,0
Rondonópolis,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,53076,48976,4100
Rondonópolis,MT,Centro-Oeste,BUTANTAN/SINOVAC,44273,23921,20352
Rondonópolis,MT,Centro-Oeste,PFIZER/BIONTECH,6552,6518,34
Rondonópolis,MT,Centro-Oeste,JANSSEN,1081,0,0
Rosário Oeste,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3443,3235,208
Rosário Oeste,MT,Centro-Oeste,BUTANTAN/SINOVAC,3400,1719,1681
Rosário Oeste,MT,Centro-Oeste,PFIZER/BIONTECH,162,162,0
Rosário Oeste,MT,Centro-Oeste,JANSSEN,139,0,0
Salto Do Céu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,908,854,54
Salto Do Céu,MT,Centro-Oeste,BUTANTAN/SINOVAC,899,455,444
Salto Do Céu,MT,Centro-Oeste,PFIZER/BIONTECH,147,147,0
Salto Do Céu,MT,Centro-Oeste,JANSSEN,15,0,0
Santa Carmem,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,831,778,53
Santa Carmem,MT,Centro-Oeste,BUTANTAN/SINOVAC,600,299,301
Santa Carmem,MT,Centro-Oeste,PFIZER/BIONTECH,194,194,0
Santa Cruz Do Xingu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,625,612,13
Santa Cruz Do Xingu,MT,Centro-Oeste,BUTANTAN/SINOVAC,418,220,198
Santa Cruz Do Xingu,MT,Centro-Oeste,JANSSEN,20,0,0
Santa Cruz Do Xingu,MT,Centro-Oeste,PFIZER/BIONTECH,13,13,0
Santa Rita Do Trivelato,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1136,1082,54
Santa Rita Do Trivelato,MT,Centro-Oeste,BUTANTAN/SINOVAC,414,226,188
Santa Rita Do Trivelato,MT,Centro-Oeste,PFIZER/BIONTECH,201,201,0
Santa Rita Do Trivelato,MT,Centro-Oeste,JANSSEN,20,0,0
Santa Terezinha,MT,Centro-Oeste,BUTANTAN/SINOVAC,1966,1084,882
Santa Terezinha,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1590,1487,103
Santa Terezinha,MT,Centro-Oeste,PFIZER/BIONTECH,108,108,0
Santo Afonso,MT,Centro-Oeste,BUTANTAN/SINOVAC,1329,633,696
Santo Afonso,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,927,663,264
Santo Afonso,MT,Centro-Oeste,PFIZER/BIONTECH,116,116,0
Santo Afonso,MT,Centro-Oeste,JANSSEN,35,0,0
Santo Antônio Do Leste,MT,Centro-Oeste,BUTANTAN/SINOVAC,760,424,336
Santo Antônio Do Leste,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,574,557,17
Santo Antônio Do Leste,MT,Centro-Oeste,PFIZER/BIONTECH,42,42,0
Santo Antônio Do Leverger,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6397,5060,1337
Santo Antônio Do Leverger,MT,Centro-Oeste,BUTANTAN/SINOVAC,2741,1458,1283
Santo Antônio Do Leverger,MT,Centro-Oeste,PFIZER/BIONTECH,96,92,4
São Félix Do Araguaia,MT,Centro-Oeste,BUTANTAN/SINOVAC,6508,3972,2536
São Félix Do Araguaia,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2579,2436,143
São Félix Do Araguaia,MT,Centro-Oeste,PFIZER/BIONTECH,234,233,1
São Félix Do Araguaia,MT,Centro-Oeste,JANSSEN,48,0,0
São José Do Povo,MT,Centro-Oeste,BUTANTAN/SINOVAC,1197,624,573
São José Do Povo,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1083,1010,73
São José Do Povo,MT,Centro-Oeste,JANSSEN,45,0,0
São José Do Povo,MT,Centro-Oeste,PFIZER/BIONTECH,1,1,0
São José Do Rio Claro,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5253,4884,369
São José Do Rio Claro,MT,Centro-Oeste,BUTANTAN/SINOVAC,3346,1859,1487
São José Do Rio Claro,MT,Centro-Oeste,PFIZER/BIONTECH,832,829,3
São José Do Rio Claro,MT,Centro-Oeste,JANSSEN,117,0,0
São José Do Xingu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,981,916,65
São José Do Xingu,MT,Centro-Oeste,BUTANTAN/SINOVAC,818,442,376
São José Do Xingu,MT,Centro-Oeste,PFIZER/BIONTECH,196,196,0
São José Do Xingu,MT,Centro-Oeste,JANSSEN,20,0,0
São José Dos Quatro Marcos,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4057,3778,279
São José Dos Quatro Marcos,MT,Centro-Oeste,BUTANTAN/SINOVAC,3621,1919,1702
São José Dos Quatro Marcos,MT,Centro-Oeste,PFIZER/BIONTECH,707,707,0
São José Dos Quatro Marcos,MT,Centro-Oeste,JANSSEN,88,0,0
São Pedro Da Cipa,MT,Centro-Oeste,BUTANTAN/SINOVAC,704,370,334
São Pedro Da Cipa,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,631,582,49
São Pedro Da Cipa,MT,Centro-Oeste,PFIZER/BIONTECH,201,201,0
São Pedro Da Cipa,MT,Centro-Oeste,JANSSEN,37,0,0
Sapezal,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2483,2242,241
Sapezal,MT,Centro-Oeste,BUTANTAN/SINOVAC,1821,1113,708
Sapezal,MT,Centro-Oeste,PFIZER/BIONTECH,757,757,0
Serra Nova Dourada,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,418,368,50
Serra Nova Dourada,MT,Centro-Oeste,BUTANTAN/SINOVAC,382,211,171
Serra Nova Dourada,MT,Centro-Oeste,PFIZER/BIONTECH,72,72,0
Serra Nova Dourada,MT,Centro-Oeste,JANSSEN,10,0,0
Sinop,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,25761,23552,2209
Sinop,MT,Centro-Oeste,BUTANTAN/SINOVAC,19258,10011,9247
Sinop,MT,Centro-Oeste,PFIZER/BIONTECH,3413,3410,3
Sinop,MT,Centro-Oeste,JANSSEN,142,0,0
Sorriso,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,14886,13883,1003
Sorriso,MT,Centro-Oeste,BUTANTAN/SINOVAC,10597,6054,4543
Sorriso,MT,Centro-Oeste,PFIZER/BIONTECH,3256,3255,1
Sorriso,MT,Centro-Oeste,JANSSEN,494,0,0
Tabaporã,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1724,1461,263
Tabaporã,MT,Centro-Oeste,BUTANTAN/SINOVAC,1479,852,627
Tabaporã,MT,Centro-Oeste,PFIZER/BIONTECH,16,16,0
Tangará Da Serra,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,17336,15806,1530
Tangará Da Serra,MT,Centro-Oeste,BUTANTAN/SINOVAC,13127,6684,6443
Tangará Da Serra,MT,Centro-Oeste,PFIZER/BIONTECH,3603,3591,12
Tangará Da Serra,MT,Centro-Oeste,JANSSEN,660,0,0
Tapurah,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1587,1483,104
Tapurah,MT,Centro-Oeste,BUTANTAN/SINOVAC,912,483,429
Tapurah,MT,Centro-Oeste,PFIZER/BIONTECH,305,305,0
Tapurah,MT,Centro-Oeste,JANSSEN,70,0,0
Terra Nova Do Norte,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2303,2172,131
Terra Nova Do Norte,MT,Centro-Oeste,BUTANTAN/SINOVAC,1879,994,885
Terra Nova Do Norte,MT,Centro-Oeste,PFIZER/BIONTECH,395,395,0
Terra Nova Do Norte,MT,Centro-Oeste,JANSSEN,49,0,0
Tesouro,MT,Centro-Oeste,BUTANTAN/SINOVAC,1179,616,563
Tesouro,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,555,506,49
Tesouro,MT,Centro-Oeste,PFIZER/BIONTECH,82,82,0
Tesouro,MT,Centro-Oeste,JANSSEN,25,0,0
Torixoréu,MT,Centro-Oeste,BUTANTAN/SINOVAC,1324,705,619
Torixoréu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1246,1222,24
Torixoréu,MT,Centro-Oeste,PFIZER/BIONTECH,148,148,0
Torixoréu,MT,Centro-Oeste,JANSSEN,35,0,0
União Do Sul,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1033,1003,30
União Do Sul,MT,Centro-Oeste,BUTANTAN/SINOVAC,747,404,343
União Do Sul,MT,Centro-Oeste,PFIZER/BIONTECH,44,44,0
União Do Sul,MT,Centro-Oeste,JANSSEN,15,0,0
Vale De São Domingos,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,697,633,64
Vale De São Domingos,MT,Centro-Oeste,BUTANTAN/SINOVAC,611,314,297
Vale De São Domingos,MT,Centro-Oeste,PFIZER/BIONTECH,120,120,0
Vale De São Domingos,MT,Centro-Oeste,JANSSEN,25,0,0
Várzea Grande,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,51409,46959,4450
Várzea Grande,MT,Centro-Oeste,BUTANTAN/SINOVAC,41260,21331,19929
Várzea Grande,MT,Centro-Oeste,PFIZER/BIONTECH,15139,15114,25
Vera,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1918,1867,51
Vera,MT,Centro-Oeste,BUTANTAN/SINOVAC,1628,875,753
Vera,MT,Centro-Oeste,PFIZER/BIONTECH,332,332,0
Vera,MT,Centro-Oeste,JANSSEN,72,0,0
Vila Bela Da Santíssima Trindade,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3863,3249,614
Vila Bela Da Santíssima Trindade,MT,Centro-Oeste,BUTANTAN/SINOVAC,2103,1120,983
Vila Bela Da Santíssima Trindade,MT,Centro-Oeste,PFIZER/BIONTECH,355,354,1
Vila Rica,MT,Centro-Oeste,BUTANTAN/SINOVAC,3937,2247,1690
Vila Rica,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2870,2686,184
Vila Rica,MT,Centro-Oeste,PFIZER/BIONTECH,289,289,0
Vila Rica,MT,Centro-Oeste,JANSSEN,127,0,0
Abaetetuba,PA,Norte,FIOCRUZ/ASTRAZENECA,51185,41940,9245
Abaetetuba,PA,Norte,BUTANTAN/SINOVAC,17399,9340,8059
Abel Figueiredo,PA,Norte,FIOCRUZ/ASTRAZENECA,1522,1227,295
